0,3,3,1,200,0,0,P1,0,0,0,1
0,6,0.5,1,180,0,0,P1.1,30,0,0,0
0,6,0.5,1,160,0,0,P1.2,-30,0,0,0
0,6,0.5,1,140,0,0,P1.3,30,0,0,0
0,6,0.5,1,120,0,0,P1.4,-30,0,0,0
0,6,0.5,1,100,0,0,P1.5,30,0,0,0
0,6,0.5,1,80,0,0,P1.6,-30,0,0,0
0,6,0.5,1,60,0,0,P1.7,30,0,0,0
0,6,0.5,1,40,0,0,P1.8,-30,0,0,0
0,6,0.5,1,20,0,0,P1.9,30,0,0,0
0,6,0.5,1,0,0,0,P1.10,-30,0,0,0
0,6,0.5,1,-20,0,0,P1.11,30,0,0,0
0,100,100,1,-132,0,0,P2,0,0,0,3
0,50,50,30,-132,0,31,P2.1,0,0,0,2
0,35,35,15,-132,0,76,P2.2,0,0,0,0
0,20,20,8,-132,0,99,P2.3,0,0,0,3
0,3,3,1,-119,60,66,P2.4,0,0,0,1
0,3,3,1,-135,60,72,P2.5,0,0,0,1
0,3,3,1,-119,60,78,P2.6,0,0,0,1
0,3,3,1,-135,60,84,P2.7,0,0,0,1
0,3,3,1,-119,60,90,P2.8,0,0,0,1
0,3,3,1,-90,-8,95,P2.9,0,0,0,1
0,3,3,1,-70,-8,101,P2.10,0,0,0,1
0,3,3,1,-85,10,106,P2.11,0,0,0,1
0,3,49,1,-135,-53,12.8,P2.12,90,15,0,1
0,3,3,1,-185,-53,25.45,P2.13,0,0,0,1
0,3,49,1,-185,-3,38.1,P2.14,0,15,0,1
0,3,6,1,-185,50,50.8,P2.15,0,0,0,1
0,3,18,1,-164.5,53,55.4,P2.16,90,-15,0,1
0,3,3,1,-144.5,53,60,P2.17,0,0,0,1
0,12,12,1,-250,3,20,P2.18,0,0,0,1
0,9,3,1,-91,-53,20,P2.19,0,0,0,1
0,3,3,1,-400,-6,123,P3,0,0,0,1
0,3,3,1,-180,-6,105,P3.1,0,0,0,9
0,3,3,1,-209,-6,105,P3.2,0,0,0,9
0,3,3,1,-238,6,105,P3.3,0,0,0,9
0,3,3,1,-238,-18,105,P3.4,0,0,0,9
0,3,3,1,-267,-30,105,P3.5,0,0,0,9
0,3,3,1,-267,18,105,P3.6,0,0,0,9
2,3,30,-130,-14,107,SW1,33,34,35,36,37,38
0,3,3,1,-296,30,105,P3.7,0,0,0,1
0,3,3,1,-296,-42,105,P3.8,0,0,0,1
0,3,3,1,-325,-54,100,P3.9,0,0,0,1
0,3,3,1,-325,42,100,P3.10,0,0,0,1
0,3,3,1,-325,18,105,P3.11,0,0,0,1
0,3,3,1,-325,-30,105,P3.12,0,0,0,1
0,3,3,1,-354,-18,105,P3.13,0,0,0,1
0,3,3,1,-354,6,105,P3.14,0,0,0,1
0,3,3,1,-383,-6,105,P3.15,0,0,0,1
0,3,3,1,-315,-9,80,P3.16,0,0,0,1
0,9,9,1,-325,-90,100,P3.17,0,0,0,1
0,9,9,1,-325,78,100,P3.18,0,0,0,1
0,3,3,1,-400,-6,111,P3.19,0,0,0,1
0,3,3,1,-383,-6,117,P3.20,0,0,0,1
